Section,X,Y,Z
Section-{42},9.65,52.34,0
Section-{42},12.76,52.4,0
Section-{42},61.77,55.39,0
Section-{42},61.38,55.72,0
Section-{42},14.41,53.59,0
Section-{42},58.98,60.9,0
Section-{42},58.98,61.99,0
Section-{42},59.21,59.37,0
Section-{42},59.49,58.56,0
Section-{42},58.98,61.77,0
Section-{42},59.25,59.25,0
Section-{42},59.06,59.98,0
Section-{42},59.13,60.37,0
Section-{42},59.02,62.21,0
Section-{42},8.82,64.73,0
Section-{42},59.13,59.76,0
Section-{42},59.73,58.01,0
Section-{42},60.16,57.25,0
Section-{42},59.76,57.98,0
Section-{42},58.98,60.65,0
Section-{42},58.98,61.15,0
Section-{42},58.98,61.57,0
Section-{42},58.98,61.46,0
Section-{42},59.09,62.94,0
Section-{42},59.73,58.03,0
Section-{42},59.06,62.49,0
Section-{42},59.69,58.12,0
Section-{42},59.29,59.18,0
Section-{42},58.98,61.73,0
Section-{42},59.53,58.45,0
Section-{42},59.17,59.53,0
Section-{42},60.55,56.67,0
Section-{42},59.09,62.88,0
Section-{42},59.02,62.32,0
Section-{42},59.57,58.36,0
Section-{42},59.06,62.65,0
Section-{42},60.12,57.34,0
Section-{42},60.47,56.81,0
Section-{42},59.41,58.84,0
Section-{42},59.33,59.06,0
Section-{42},60.67,56.56,0
Section-{42},7.95,64.88,0
Section-{42},59.1,59.87,0
Section-{42},59.73,58.03,0
Section-{42},58.94,61.35,0
Section-{42},60.36,57.25,0
Section-{42},58.98,61.85,0
Section-{42},59.13,63.27,0
Section-{42},59.45,58.73,0
Section-{42},59.92,57.61,0
Section-{42},60.32,57.03,0
Section-{42},59.41,58.81,0
Section-{42},59.06,62.74,0
Section-{42},60.36,56.92,0
Section-{42},59.61,58.25,0
Section-{42},60.24,57.11,0
Section-{42},59.06,60.18,0
Section-{42},59.21,59.31,0
Section-{42},59.84,57.81,0
Section-{42},59.13,63.44,0
Section-{42},59.13,63.77,0
Section-{42},59.02,60.32,0
Section-{42},60.71,56.47,0
Section-{42},59.06,62.54,0
Section-{42},59.02,60.28,0
Section-{42},59.06,62.6,0
Section-{42},58.98,60.76,0
Section-{42},60.87,56.31,0
Section-{42},60.79,56.33,0
Section-{42},59.37,58.9,0
Section-{42},58.98,62.15,0
Section-{42},60,57.53,0
Section-{42},59.25,59.32,0
Section-{42},59.13,59.65,0
Section-{42},60.4,56.83,0
Section-{42},60.12,57.59,0
Section-{42},60.51,56.72,0
Section-{42},59.13,63.21,0
Section-{42},64.37,53.88,0
Section-{42},65.4,53.55,0
Section-{42},63.9,54.3,0
Section-{42},62.56,54.8,0
Section-{42},62.88,54.58,0
Section-{42},70.32,54.3,0
Section-{42},62.52,54.8,0
Section-{42},64.69,53.96,0
Section-{42},72.36,55.44,0
Section-{42},65.95,53.49,0
Section-{42},68.86,53.63,0
Section-{42},70.99,54.41,0
Section-{42},69.73,53.88,0
Section-{42},69.53,53.82,0
Section-{42},64.18,53.93,0
Section-{42},65.75,53.52,0
Section-{42},72.25,55.3,0
Section-{42},72.17,55.28,0
Section-{42},67.64,53.41,0
Section-{42},69.69,53.85,0
Section-{42},64.96,53.91,0
Section-{42},71.22,54.58,0
Section-{42},69.29,53.94,0
Section-{42},63.47,54.27,0
Section-{42},69.37,53.75,0
Section-{42},62.6,54.72,0
Section-{42},64.29,53.94,0
Section-{42},71.73,54.89,0
Section-{42},70.95,54.38,0
Section-{42},66.26,53.46,0
Section-{42},69.65,54.08,0
Section-{42},68.15,53.49,0
Section-{42},70.04,53.96,0
Section-{42},71.34,54.83,0
Section-{42},63.66,54.38,0
Section-{42},66.34,53.66,0
Section-{42},64.49,53.82,0
Section-{42},65.4,53.6,0
Section-{42},65.71,53.52,0
Section-{42},72.44,55.5,0
Section-{42},71.97,55.11,0
Section-{42},63.15,54.43,0
Section-{42},66.1,53.46,0
Section-{42},70.79,54.36,0
Section-{42},65.2,53.83,0
Section-{42},62.6,55,0
Section-{42},62.13,55.08,0
Section-{42},72.48,55.66,0
Section-{42},64.69,53.74,0
Section-{42},67.72,53.46,0
Section-{42},62.4,55.16,0
Section-{42},62.95,54.55,0
Section-{42},69.06,53.66,0
Section-{42},72.05,55.17,0
Section-{42},71.22,54.55,0
Section-{42},67.13,53.44,0
Section-{42},63.86,54.08,0
Section-{42},63.07,54.49,0
Section-{42},63.15,54.71,0
Section-{42},72.64,55.61,0
Section-{42},69.21,53.72,0
Section-{42},64.02,54.05,0
Section-{42},69.88,53.94,0
Section-{42},66.97,53.4,0
Section-{42},70.24,54.08,0
Section-{42},66.58,53.44,0
Section-{42},70.4,54.16,0
Section-{42},68.35,53.52,0
Section-{42},66.34,53.46,0
Section-{42},66.1,53.49,0
Section-{42},71.81,54.97,0
Section-{42},62.09,55.11,0
Section-{42},72.68,55.69,0
Section-{42},71.58,54.8,0
Section-{42},70.47,54.19,0
Section-{42},66.93,53.44,0
Section-{42},62.09,55.36,0
Section-{42},72.99,56.09,0
Section-{42},66.22,53.47,0
Section-{42},66.81,53.43,0
Section-{42},69.57,53.83,0
Section-{42},67.29,53.44,0
Section-{42},63.62,54.19,0
Section-{42},66.73,53.44,0
Section-{42},68.39,53.55,0
Section-{42},65.91,53.49,0
Section-{42},67.25,53.4,0
Section-{42},64.14,54.22,0
Section-{42},70.55,54.21,0
Section-{42},66.89,53.61,0
Section-{42},62.36,54.91,0
Section-{42},70,54.16,0
Section-{42},67.95,53.46,0
Section-{42},66.62,53.4,0
Section-{42},63.31,54.3,0
Section-{42},64.14,53.96,0
Section-{42},72.21,55.27,0
Section-{42},70.32,54.11,0
Section-{42},66.62,53.69,0
Section-{42},71.03,54.47,0
Section-{42},64.41,53.88,0
Section-{42},71.46,54.72,0
Section-{42},68.27,53.52,0
Section-{42},67.52,53.44,0
Section-{42},67.84,53.46,0
Section-{42},65.59,53.52,0
Section-{42},70.51,54.24,0
Section-{42},62.25,54.99,0
Section-{42},63.31,54.35,0
Section-{42},71.03,54.47,0
Section-{42},67.84,53.43,0
Section-{42},67.48,53.43,0
Section-{42},62.05,55.16,0
Section-{42},66.42,53.43,0
Section-{42},63.35,54.53,0
Section-{42},65.04,53.68,0
Section-{42},71.3,54.63,0
Section-{42},72.84,55.84,0
Section-{42},67.13,53.41,0
Section-{42},70.04,53.99,0
Section-{42},65.2,53.63,0
Section-{42},68.82,53.61,0
Section-{42},68.55,53.57,0
Section-{42},70.2,54.1,0
Section-{42},70.67,54.3,0
Section-{42},72.32,55.38,0
Section-{42},64.53,53.8,0
Section-{42},68.66,53.55,0
Section-{42},68.51,53.52,0
Section-{42},69.18,53.69,0
Section-{42},67.17,53.61,0
Section-{42},65.2,53.63,0
Section-{42},70.83,54.33,0
Section-{42},63.66,54.16,0
Section-{42},66.1,53.68,0
Section-{42},72.44,55.45,0
Section-{42},65.51,53.54,0
Section-{42},70.79,54.32,0
Section-{42},65.04,53.66,0
Section-{42},71.89,55.05,0
Section-{42},73.11,56.14,0
Section-{42},62.76,54.66,0
Section-{42},68.62,53.6,0
Section-{42},67.99,53.47,0
Section-{42},64.84,53.74,0
Section-{42},68.11,53.46,0
Section-{42},73.66,56.89,0
Section-{42},73.7,57.06,0
Section-{42},73.82,57.12,0
Section-{42},74.02,57.34,0
Section-{42},74.33,57.81,0
Section-{42},73.43,56.56,0
Section-{42},73.35,56.47,0
Section-{42},74.06,57.42,0
Section-{42},74.29,57.84,0
Section-{42},73.47,56.62,0
,,,
Section-{43},60.08,57.48,0
Section-{43},12.64,52.26,0
Section-{43},7.56,54.13,0
Section-{43},61.06,56.18,0
Section-{43},61.42,55.76,0
Section-{43},12.4,52.15,0
Section-{43},15.47,55.58,0
Section-{43},10.87,52.07,0
Section-{43},15.36,55.25,0
Section-{43},60.63,56.65,0
Section-{43},8.15,53.34,0
Section-{43},6.65,57.7,0
Section-{43},11.07,52.02,0
Section-{43},61.06,56.37,0
Section-{43},12.92,52.35,0
Section-{43},11.93,52.07,0
Section-{43},9.18,52.77,0
Section-{43},60.79,56.48,0
Section-{43},12.84,52.35,0
Section-{43},13.11,52.49,0
Section-{43},11.03,52.03,0
Section-{43},10.36,52.12,0
Section-{43},61.97,55.28,0
Section-{43},60.47,56.9,0
Section-{43},12.8,52.32,0
Section-{43},60.59,56.7,0
Section-{43},12.44,52.23,0
Section-{43},61.93,55.36,0
Section-{43},9.65,52.32,0
Section-{43},10.36,52.13,0
Section-{43},7.84,53.72,0
Section-{43},15.55,56,0
Section-{43},61.34,56.11,0
Section-{43},8.62,52.98,0
Section-{43},14.65,53.66,0
Section-{43},9.81,52.29,0
Section-{43},12.25,52.17,0
Section-{43},59.92,57.73,0
Section-{43},60.12,57.4,0
Section-{43},61.46,55.67,0
Section-{43},15.43,55.55,0
Section-{43},10,52.23,0
Section-{43},13.62,52.76,0
Section-{43},15.04,54.38,0
Section-{43},9.33,52.51,0
Section-{43},15.16,54.63,0
Section-{43},7.68,53.97,0
Section-{43},15,54.27,0
Section-{43},14.18,53.24,0
Section-{43},8.27,53.24,0
Section-{43},61.26,55.89,0
Section-{43},14.53,53.63,0
Section-{43},61.77,55.42,0
Section-{43},11.5,52.03,0
Section-{43},14.88,54.13,0
Section-{43},61.1,56.11,0
Section-{43},13.78,52.85,0
Section-{43},7.25,54.88,0
Section-{43},13.7,52.82,0
Section-{43},14.53,53.54,0
Section-{43},14.02,53.09,0
Section-{43},61.58,55.61,0
Section-{43},12.21,52.29,0
Section-{43},8.94,52.74,0
Section-{43},8.43,53.1,0
Section-{43},8.15,53.38,0
Section-{43},61.58,55.68,0
Section-{43},6.5,54.8,0
Section-{43},62.01,55.48,0
Section-{43},14.69,53.86,0
Section-{43},15.43,55.47,0
Section-{43},60.87,56.43,0
Section-{43},13.47,52.79,0
Section-{43},13.07,52.6,0
Section-{43},14.14,53.13,0
Section-{43},11.73,52.1,0
Section-{43},60.87,56.36,0
Section-{43},8.82,52.82,0
Section-{43},60.24,57.26,0
Section-{43},14.96,54.13,0
Section-{43},7.09,55.58,0
Section-{43},10.71,52.07,0
Section-{43},7.17,55.11,0
Section-{43},13.9,52.96,0
Section-{43},11.58,52.07,0
Section-{43},10.91,52.02,0
Section-{43},15.47,55.75,0
Section-{43},60.95,56.23,0
Section-{43},8.47,53.04,0
Section-{43},14.88,54.04,0
Section-{43},60.24,57.21,0
Section-{43},7.17,55.19,0
Section-{43},8.39,53.15,0
Section-{43},13.98,53.02,0
Section-{43},15.24,54.86,0
Section-{43},13.03,52.43,0
Section-{43},7.72,53.96,0
Section-{43},15.4,55.33,0
Section-{43},61.77,55.48,0
Section-{43},7.76,53.88,0
Section-{43},10.2,52.29,0
Section-{43},7.21,54.99,0
Section-{43},7.64,54.04,0
Section-{43},10.83,52.03,0
Section-{43},9.18,52.54,0
Section-{43},8.31,53.21,0
Section-{43},14.45,53.44,0
Section-{43},15.36,55.11,0
Section-{43},14.33,53.32,0
Section-{43},7.36,54.55,0
Section-{43},14.02,53.01,0
Section-{43},8.07,53.46,0
Section-{43},60.67,56.59,0
Section-{43},15.51,55.86,0
Section-{43},61.69,55.53,0
Section-{43},13.94,52.98,0
Section-{43},11.22,52.07,0
Section-{43},11.42,52.03,0
Section-{43},14.69,53.79,0
Section-{43},60.99,56.25,0
Section-{43},7.95,53.57,0
Section-{43},8.86,52.74,0
Section-{43},60.63,56.9,0
Section-{43},8.94,52.87,0
Section-{43},59.84,57.85,0
Section-{43},60.36,56.98,0
Section-{43},9.49,52.43,0
Section-{43},8.55,53.02,0
Section-{43},11.38,52.04,0
Section-{43},61.62,55.59,0
Section-{43},14.18,53.16,0
Section-{43},61.14,56.04,0
Section-{43},13.47,52.62,0
Section-{43},10.51,52.13,0
Section-{43},60.55,56.76,0
Section-{43},15.32,55.06,0
Section-{43},7.13,55.35,0
Section-{43},60.75,56.51,0
Section-{43},7.29,54.66,0
Section-{43},13.31,52.57,0
Section-{43},7.32,54.55,0
Section-{43},12.09,52.1,0
Section-{43},11.07,52.07,0
Section-{43},61.22,55.96,0
Section-{43},8.7,52.87,0
Section-{43},61.54,55.93,0
Section-{43},7.92,53.63,0
Section-{43},60.39,57.24,0
Section-{43},60.43,56.87,0
Section-{43},14.84,53.94,0
Section-{43},14.77,53.85,0
Section-{43},8.66,52.93,0
Section-{43},7.29,54.78,0
Section-{43},11.22,52.03,0
Section-{43},12.25,52.13,0
Section-{43},7.8,53.79,0
Section-{43},9.57,52.37,0
Section-{43},14.96,54.13,0
Section-{43},7.48,54.24,0
Section-{43},11.62,52.2,0
Section-{43},14.41,53.52,0
Section-{43},10.2,52.15,0
Section-{43},61.38,55.84,0
Section-{43},9.06,52.65,0
Section-{43},59.96,57.68,0
Section-{43},10.51,52.1,0
Section-{43},7.44,54.35,0
Section-{43},65.43,53.66,0
Section-{43},66.26,53.52,0
Section-{43},67.44,53.47,0
Section-{43},66.46,53.52,0
Section-{43},69.18,53.78,0
Section-{43},70.24,54.14,0
Section-{43},68.51,53.61,0
Section-{43},65.55,53.64,0
Section-{43},66.81,53.5,0
Section-{43},73.15,56.26,0
Section-{43},70.59,54.31,0
Section-{43},71.5,54.84,0
Section-{43},68.86,53.7,0
Section-{43},70.79,54.39,0
Section-{43},62.6,54.83,0
Section-{43},62.29,55.11,0
Section-{43},72.36,55.48,0
Section-{43},72.29,55.42,0
Section-{43},62.05,55.28,0
Section-{43},65.36,53.7,0
Section-{43},71.81,55.03,0
Section-{43},62.8,54.7,0
Section-{43},72.68,55.78,0
Section-{43},72.17,55.34,0
Section-{43},64.88,53.8,0
Section-{43},71.38,54.75,0
Section-{43},63.15,54.47,0
Section-{43},64.02,54.14,0
Section-{43},65.91,53.58,0
Section-{43},68.66,53.67,0
Section-{43},63.86,54.17,0
Section-{43},67.13,53.5,0
Section-{43},69.69,54.12,0
Section-{43},68.58,53.64,0
Section-{43},63.66,54.25,0
Section-{43},63.31,54.42,0
Section-{43},70.4,54.41,0
Section-{43},72.56,55.64,0
Section-{43},74.06,57.55,0
Section-{43},70.08,54.08,0
Section-{43},70.87,54.45,0
Section-{43},62.09,55.23,0
Section-{43},67.95,53.55,0
Section-{43},69.57,53.89,0
Section-{43},69.41,53.86,0
Section-{43},66.89,53.73,0
Section-{43},73.66,56.96,0
Section-{43},64.65,53.89,0
Section-{43},72.99,56.07,0
Section-{43},68.51,53.61,0
Section-{43},66.77,53.49,0
Section-{43},66.34,53.72,0
Section-{43},66.62,53.5,0
Section-{43},70.71,54.36,0
Section-{43},63.7,54.2,0
Section-{43},65.08,53.73,0
Section-{43},69.49,53.88,0
Section-{43},64.29,53.99,0
Section-{43},67.25,53.47,0
Section-{43},66.26,53.53,0
Section-{43},65.79,53.83,0
Section-{43},71.93,55.11,0
Section-{43},66.42,53.47,0
Section-{43},71.58,54.89,0
Section-{43},62.09,55.17,0
Section-{43},66.97,53.49,0
Section-{43},73.23,56.42,0
Section-{43},69.73,53.92,0
Section-{43},62.72,54.81,0
Section-{43},67.8,53.52,0
Section-{43},64.96,53.75,0
Section-{43},72.4,55.51,0
Section-{43},64.65,54.11,0
Section-{43},63.86,54.14,0
Section-{43},71.97,55.2,0
Section-{43},63.82,54.39,0
Section-{43},73.58,56.43,0
Section-{43},71.14,54.64,0
Section-{43},62.8,54.73,0
Section-{43},64.02,54.11,0
Section-{43},66.62,53.75,0
Section-{43},62.92,54.64,0
Section-{43},68.39,53.61,0
Section-{43},64.53,53.89,0
Section-{43},65.71,53.61,0
Section-{43},67.99,53.53,0
Section-{43},67.76,53.53,0
Section-{43},69.37,53.83,0
Section-{43},71.89,55.09,0
Section-{43},62.64,54.78,0
Section-{43},63.27,54.47,0
Section-{43},68.15,53.56,0
Section-{43},70.08,54.08,0
Section-{43},66.93,53.5,0
Section-{43},67.09,53.49,0
Section-{43},72.84,55.93,0
Section-{43},64.18,54.02,0
Section-{43},65.91,53.61,0
Section-{43},73.23,56.4,0
Section-{43},66.58,53.49,0
Section-{43},70.2,54.11,0
Section-{43},62.48,54.92,0
Section-{43},65.59,53.63,0
Section-{43},72.84,55.92,0
Section-{43},66.06,53.59,0
Section-{43},63.03,54.55,0
Section-{43},63.58,54.5,0
Section-{43},74.06,57.51,0
Section-{43},64.49,53.94,0
Section-{43},73.43,56.65,0
Section-{43},73.43,56.59,0
Section-{43},70.91,54.47,0
Section-{43},65.24,53.7,0
Section-{43},70.4,54.23,0
Section-{43},65.75,53.61,0
Section-{43},63.11,54.53,0
Section-{43},67.8,53.53,0
Section-{43},68.15,53.55,0
Section-{43},71.69,54.95,0
Section-{43},71.03,54.73,0
Section-{43},66.1,53.58,0
Section-{43},69.8,54,0
Section-{43},65.04,53.77,0
Section-{43},63.03,54.81,0
Section-{43},70.51,54.25,0
Section-{43},63.55,54.3,0
Section-{43},69.77,54,0
Section-{43},69.21,53.77,0
Section-{43},64.81,53.83,0
Section-{43},65.24,53.75,0
Section-{43},62.29,55.31,0
Section-{43},72.05,55.2,0
Section-{43},66.06,53.78,0
Section-{43},70.43,54.25,0
Section-{43},71.26,54.67,0
Section-{43},69.92,54.02,0
Section-{43},64.57,53.88,0
Section-{43},62.56,55.14,0
Section-{43},67.48,53.52,0
Section-{43},73.47,56.59,0
Section-{43},72.17,55.5,0
Section-{43},67.64,53.52,0
Section-{43},68.31,53.58,0
Section-{43},67.29,53.49,0
Section-{43},63.47,54.36,0
Section-{43},64.25,54,0
Section-{43},69.02,53.73,0
Section-{43},64.37,53.97,0
Section-{43},63.58,54.31,0
Section-{43},72.99,56.14,0
Section-{43},64.14,54.09,0
Section-{43},6.58,58.18,0
Section-{43},59.02,60.74,0
Section-{43},59.02,60.67,0
Section-{43},59.02,60.55,0
Section-{43},59.37,59.04,0
Section-{43},59.13,60.39,0
Section-{43},58.98,61.83,0
Section-{43},59.53,58.57,0
Section-{43},58.98,61.02,0
Section-{43},59.49,58.77,0
Section-{43},59.8,58.02,0
Section-{43},59.06,60.35,0
Section-{43},59.06,62.56,0
Section-{43},59.57,58.48,0
Section-{43},59.13,60.02,0
Section-{43},59.45,59.18,0
Section-{43},59.02,62.2,0
Section-{43},59.02,63.17,0
Section-{43},58.98,62.05,0
Section-{43},59.25,59.49,0
Section-{43},59.21,59.55,0
Section-{43},59.09,62.98,0
Section-{43},60,57.84,0
Section-{43},59.17,59.8,0
Section-{43},59.8,57.93,0
Section-{43},59.65,58.32,0
Section-{43},58.98,61.22,0
Section-{43},59.41,58.99,0
Section-{43},59.06,62.64,0
Section-{43},59.69,58.18,0
Section-{43},58.98,61.36,0
Section-{43},59.29,59.24,0
Section-{43},59.09,63.2,0
Section-{43},59.09,63.31,0
Section-{43},58.98,61.58,0
Section-{43},59.1,60.14,0
Section-{43},58.98,61.16,0
Section-{43},59.06,62.66,0
Section-{43},59.13,63.84,0
Section-{43},59.49,58.71,0
Section-{43},59.02,62.36,0
Section-{43},59.06,62.73,0
Section-{43},59.02,60.39,0
Section-{43},59.1,60.3,0
Section-{43},59.09,62.81,0
Section-{43},59.02,60.89,0
Section-{43},59.61,58.71,0
Section-{43},59.06,62.45,0
Section-{43},59.61,58.43,0
,,,
Section-{44},7.32,54.33,0
Section-{44},11.42,51.9,0
Section-{44},12.95,52.25,0
Section-{44},11.77,51.97,0
Section-{44},11.54,51.87,0
Section-{44},13.78,52.75,0
Section-{44},11.38,52.04,0
Section-{44},9.96,52.27,0
Section-{44},7.05,54.93,0
Section-{44},10.71,51.96,0
Section-{44},12.4,52.05,0
Section-{44},7.25,54.75,0
Section-{44},15.32,54.83,0
Section-{44},8.62,52.97,0
Section-{44},14.45,53.33,0
Section-{44},12.09,51.99,0
Section-{44},7.92,53.5,0
Section-{44},8.07,53.31,0
Section-{44},8.98,52.57,0
Section-{44},9.69,65.02,0
Section-{44},7.52,54.06,0
Section-{44},11.38,51.94,0
Section-{44},12.92,52.29,0
Section-{44},8.78,52.69,0
Section-{44},14.61,53.55,0
Section-{44},11.22,51.94,0
Section-{44},15,54.08,0
Section-{44},7.01,55.06,0
Section-{44},8.43,64.77,0
Section-{44},6.97,55.96,0
Section-{44},14.41,53.33,0
Section-{44},7.64,53.81,0
Section-{44},11.73,51.93,0
Section-{44},13.15,52.38,0
Section-{44},13.07,52.3,0
Section-{44},12.48,52.1,0
Section-{44},14.69,53.58,0
Section-{44},13.66,52.66,0
Section-{44},15.71,55.87,0
Section-{44},6.97,55.2,0
Section-{44},9.25,52.37,0
Section-{44},7.91,64.85,0
Section-{44},9.84,52.15,0
Section-{44},15.43,55.25,0
Section-{44},7.76,53.73,0
Section-{44},9.37,52.3,0
Section-{44},7.21,54.62,0
Section-{44},8.23,64.88,0
Section-{44},14.57,53.56,0
Section-{44},7.21,54.56,0
Section-{44},15.59,56.12,0
Section-{44},14.1,52.99,0
Section-{44},9.41,52.38,0
Section-{44},7.09,55.28,0
Section-{44},14.92,54,0
Section-{44},12.25,52.02,0
Section-{44},7.05,54.81,0
Section-{44},8.03,53.35,0
Section-{44},15.24,54.53,0
Section-{44},15.47,55.2,0
Section-{44},14.21,53.16,0
Section-{44},10.04,52.08,0
Section-{44},12.8,52.22,0
Section-{44},9.84,52.19,0
Section-{44},9.73,52.15,0
Section-{44},8.47,52.94,0
Section-{44},11.93,51.96,0
Section-{44},9.1,52.52,0
Section-{44},7.44,65.35,0
Section-{44},11.93,51.97,0
Section-{44},8.94,52.6,0
Section-{44},11.07,51.94,0
Section-{44},10.87,51.9,0
Section-{44},9.53,52.25,0
Section-{44},9.06,64.88,0
Section-{44},15.59,55.9,0
Section-{44},7.44,54.14,0
Section-{44},12.64,52.19,0
Section-{44},9.53,52.29,0
Section-{44},7.13,54.76,0
Section-{44},14.69,53.66,0
Section-{44},10.36,52.04,0
Section-{44},11.26,51.87,0
Section-{44},14.77,53.72,0
Section-{44},15.59,55.96,0
Section-{44},8.11,64.74,0
Section-{44},9.33,52.38,0
Section-{44},7.99,53.42,0
Section-{44},7.72,53.92,0
Section-{44},15.51,55.4,0
Section-{44},11.07,51.9,0
Section-{44},7.95,53.6,0
Section-{44},14.53,53.44,0
Section-{44},8.15,53.22,0
Section-{44},15.51,55.51,0
Section-{44},13.27,52.4,0
Section-{44},7.44,54.19,0
Section-{44},13.9,52.85,0
Section-{44},12.44,52.1,0
Section-{44},8.23,53.19,0
Section-{44},9.37,64.94,0
Section-{44},9.02,52.5,0
Section-{44},7.05,55,0
Section-{44},7.64,65.17,0
Section-{44},13.27,52.6,0
Section-{44},9.18,52.47,0
Section-{44},7.4,54.28,0
Section-{44},15.16,54.34,0
Section-{44},11.1,52.04,0
Section-{44},14.92,53.69,0
Section-{44},9.65,52.32,0
Section-{44},15.32,54.76,0
Section-{44},8.54,64.91,0
Section-{44},14.37,53.31,0
Section-{44},7.8,53.64,0
Section-{44},15.24,54.68,0
Section-{44},7.8,53.66,0
Section-{44},10.87,51.94,0
Section-{44},9.1,52.58,0
Section-{44},14.33,53.22,0
Section-{44},9.65,52.22,0
Section-{44},14.84,53.81,0
Section-{44},8.94,52.77,0
Section-{44},14.45,53.33,0
Section-{44},13.55,52.6,0
Section-{44},15.47,55.25,0
Section-{44},13.9,53,0
Section-{44},7.05,55.15,0
Section-{44},15.28,54.81,0
Section-{44},10.36,51.99,0
Section-{44},7.83,64.74,0
Section-{44},14.29,53.14,0
Section-{44},8.47,53.16,0
Section-{44},11.73,52.15,0
Section-{44},8.7,52.72,0
Section-{44},15.55,55.65,0
Section-{44},7.64,65.14,0
Section-{44},13.31,52.47,0
Section-{44},8.35,52.99,0
Section-{44},10.2,52.05,0
Section-{44},14.02,52.94,0
Section-{44},10,52.1,0
Section-{44},15.43,55.15,0
Section-{44},8.74,64.86,0
Section-{44},11.97,51.99,0
Section-{44},11.58,51.94,0
Section-{44},10.71,51.93,0
Section-{44},15.04,54.25,0
Section-{44},15.67,56.12,0
Section-{44},8.82,64.96,0
Section-{44},9.13,65.04,0
Section-{44},14.88,53.94,0
Section-{44},15.36,54.95,0
Section-{44},8.15,53.2,0
Section-{44},15.4,55.03,0
Section-{44},7.95,53.44,0
Section-{44},13.47,52.49,0
Section-{44},10.55,51.97,0
Section-{44},60.32,57.47,0
Section-{44},61.73,55.82,0
Section-{44},60.71,56.66,0
Section-{44},58.98,62.3,0
Section-{44},58.98,61.4,0
Section-{44},59.88,57.89,0
Section-{44},60.71,56.72,0
Section-{44},61.18,56.13,0
Section-{44},59.06,60.54,0
Section-{44},59.69,58.34,0
Section-{44},60.51,57,0
Section-{44},59.49,58.84,0
Section-{44},60.91,56.41,0
Section-{44},60.36,57.13,0
Section-{44},60.99,56.55,0
Section-{44},61.26,56.32,0
Section-{44},59.92,57.86,0
Section-{44},61.38,55.97,0
Section-{44},59.73,58.22,0
Section-{44},61.5,55.88,0
Section-{44},59.53,58.65,0
Section-{44},61.93,55.46,0
Section-{44},59.09,63.28,0
Section-{44},59.17,59.96,0
Section-{44},60.83,56.58,0
Section-{44},59.41,59.03,0
Section-{44},59.53,58.72,0
Section-{44},61.89,55.51,0
Section-{44},58.98,62.05,0
Section-{44},61.1,56.18,0
Section-{44},59.25,59.56,0
Section-{44},61.62,55.74,0
Section-{44},59.25,59.59,0
Section-{44},59.06,60.46,0
Section-{44},59.06,62.91,0
Section-{44},58.94,61.68,0
Section-{44},59.06,62.77,0
Section-{44},59.06,62.9,0
Section-{44},59.37,59.15,0
Section-{44},60.12,57.63,0
Section-{44},61.38,55.91,0
Section-{44},61.81,55.57,0
Section-{44},60.63,56.79,0
Section-{44},59.41,59.08,0
Section-{44},59.65,58.47,0
Section-{44},59.06,60.49,0
Section-{44},59.76,58.25,0
Section-{44},60.36,57.22,0
Section-{44},59.73,58.17,0
Section-{44},59.13,60.09,0
Section-{44},61.73,55.63,0
Section-{44},61.34,56.05,0
Section-{44},61.85,55.49,0
Section-{44},60.28,57.28,0
Section-{44},59.02,60.68,0
Section-{44},60.16,57.5,0
Section-{44},58.98,62.16,0
Section-{44},59.49,58.95,0
Section-{44},60.4,57.05,0
Section-{44},59.13,63.8,0
Section-{44},59.29,59.37,0
Section-{44},58.98,61.08,0
Section-{44},61.03,56.35,0
Section-{44},59.17,59.81,0
Section-{44},60.12,57.53,0
Section-{44},59.1,60.23,0
Section-{44},59.02,63.19,0
Section-{44},59.09,63.02,0
Section-{44},59.02,62.52,0
Section-{44},60,57.75,0
Section-{44},60.2,57.35,0
Section-{44},59.96,57.85,0
Section-{44},59.1,60.18,0
Section-{44},58.98,61.9,0
Section-{44},58.98,61.15,0
Section-{44},60.55,56.9,0
Section-{44},62.01,55.37,0
Section-{44},61.58,55.79,0
Section-{44},59.84,58,0
Section-{44},59.02,63.27,0
Section-{44},59.02,62.66,0
Section-{44},59.02,60.93,0
Section-{44},58.94,61.55,0
Section-{44},58.98,62.35,0
Section-{44},60.55,57.16,0
Section-{44},59.02,60.56,0
Section-{44},73.54,56.94,0
Section-{44},66.93,53.64,0
Section-{44},73.86,57.39,0
Section-{44},70.24,54.32,0
Section-{44},69.02,53.84,0
Section-{44},67.64,53.67,0
Section-{44},66.77,53.67,0
Section-{44},71.81,55.21,0
Section-{44},69.37,53.98,0
Section-{44},71.93,55.29,0
Section-{44},69.06,53.92,0
Section-{44},65.2,53.85,0
Section-{44},72.52,55.76,0
Section-{44},62.64,54.98,0
Section-{44},65.08,53.85,0
Section-{44},67.95,53.68,0
Section-{44},65.51,54.01,0
Section-{44},73.66,57.13,0
Section-{44},73.11,56.38,0
Section-{44},71.06,54.69,0
Section-{44},73.43,56.8,0
Section-{44},68.51,53.76,0
Section-{44},72.09,55.38,0
Section-{44},73.58,56.99,0
Section-{44},73.39,56.72,0
Section-{44},74.06,57.64,0
Section-{44},67.29,53.67,0
Section-{44},63.66,54.37,0
Section-{44},62.95,54.94,0
Section-{44},71.34,54.91,0
Section-{44},64.37,54.29,0
